,address,assessedvalue,buildingsize,city,class,estimatedvalue,homeownerexemption,lotsize,pin,seniorcitizenexemption,seniorfreezeexemption,taxafterexemptions,taxbeforeexemptions,taxbill2013,taxbill2014,taxbill2015,taxbill2016,taxbill2017,taxcode,township,zip
0,1220  HAYES AVE,"28,501","1,053",OAK PARK,2-03,"$285,010","1,219.10","4,658",16-05-104-012-0000,0.00,0.00,"9,074.98","10,294.08","$6,764.46","$7,029.62","$7,545.27","$8,471.79","$9,074.98",27001,OAK PARK,60302
0,1218  HAYES AVE,"30,534","1,010",OAK PARK,2-03,"$305,340","1,219.10","4,658",16-05-104-013-0000,0.00,0.00,"9,199.69","11,028.34","$6,549.67","$6,846.90","$7,003.63","$7,903.65","$9,199.69",27001,OAK PARK,60302
0,1214  HAYES AVE,"41,700","2,344",OAK PARK,2-06,"$417,000","1,219.10","4,658",16-05-104-014-0000,0.00,0.00,"13,842.27","15,061.37","$11,099.69","$10,645.75","$11,436.63","$12,814.95","$13,842.27",27001,OAK PARK,60302
0,1212  HAYES AVE,"30,396","1,227",OAK PARK,2-03,"$303,960","1,219.10","4,613",16-05-104-015-0000,0.00,0.00,"9,759.38","10,978.48","$7,627.18","$7,577.16","$8,134.48","$9,129.53","$9,759.38",27001,OAK PARK,60302
0,1231 N TAYLOR AVE,"27,093","1,016",OAK PARK,2-03,"$270,930","1,219.10","4,528",16-05-104-016-0000,0.00,0.00,"8,566.37","9,785.47","$5,957.98","$6,455.52","$6,538.34","$7,348.14","$8,566.37",27001,OAK PARK,60302
0,1229 N TAYLOR AVE,"30,665","1,245",OAK PARK,2-03,"$306,650",0.00,"4,658",16-05-104-017-0000,0.00,0.00,"11,075.65","11,075.65","$8,101.51","$8,510.31","$9,158.30","$10,221.46","$11,075.65",27001,OAK PARK,60302
0,1227 N TAYLOR AVE,"28,346","1,213",OAK PARK,2-03,"$283,460","1,219.10","4,658",16-05-104-018-0000,0.00,0.00,"9,019.02","10,238.12","$8,451.39","$8,409.73","$9,050.19","$10,100.71","$9,019.02",27001,OAK PARK,60302
0,1225 N TAYLOR AVE,"42,421","1,383",OAK PARK,2-05,"$424,210","1,219.10","4,658",16-05-104-019-0000,0.00,0.00,"14,102.67","15,321.77","$10,607.39","$11,790.88","$11,742.86","$13,156.67","$14,102.67",27001,OAK PARK,60302
0,1221 N TAYLOR AVE,"24,104","1,000",OAK PARK,2-03,"$241,040",0.00,"4,658",16-05-104-020-0000,0.00,0.00,"8,705.96","8,705.96","$6,265.80","$5,938.97","$6,357.39","$6,088.80","$8,705.96",27001,OAK PARK,60302
0,1219 N TAYLOR AVE,"40,789",,OAK PARK,2-03,"$407,890",0.00,"4,658",16-05-104-021-0000,0.00,0.00,"14,732.34","14,732.34","$8,962.15","$9,359.96","$10,052.93","$11,270.74","$14,732.34",27001,OAK PARK,60302
0,1215 N TAYLOR AVE,"26,447","1,226",OAK PARK,2-03,"$264,470","1,219.10","4,658",16-05-104-022-0000,975.28,0.00,"7,357.88","9,552.26","$1,742.06","$1,752.18","$1,925.75","$2,046.02","$7,357.88",27001,OAK PARK,60302
0,1213 N TAYLOR AVE,"24,717",966,OAK PARK,2-02,"$247,170",0.00,"4,613",16-05-104-023-0000,0.00,0.00,"8,927.35","8,927.35","$6,828.64","$6,247.11","$6,703.21","$7,532.06","$8,927.35",27001,OAK PARK,60302
0,122  LE MOYNE PKY,"42,955","2,754",OAK PARK,2-06,"$429,550","1,219.10","6,791",16-05-104-024-0000,0.00,0.00,"14,295.53","15,514.63","$10,792.11","$10,735.88","$11,533.66","$12,923.35","$14,295.53",27001,OAK PARK,60302
0,118  LE MOYNE PKY,"35,102","1,789",OAK PARK,2-03,"$351,020","1,219.10","6,250",16-05-104-025-0000,975.28,0.00,"10,483.89","12,678.27","$8,733.05","$10,058.74","$9,971.17","$11,215.61","$10,483.89",27001,OAK PARK,60302
0,114  LE MOYNE PKY,"28,720","1,452",OAK PARK,2-03,"$287,200","1,219.10","5,000",16-05-104-026-0000,0.00,0.00,"9,154.10","10,373.20","$7,289.40","$7,925.39","$8,509.09","$9,547.64","$9,154.10",27001,OAK PARK,60302
0,110  LE MOYNE PKY,"38,841","2,180",OAK PARK,2-04,"$388,410",0.00,"4,375",16-05-104-027-0000,0.00,0.00,"14,028.67","14,028.67","$9,209.83","$3,175.44","$11,723.12","$13,083.87","$14,028.67",27001,OAK PARK,60302
0,108  LE MOYNE PKY,"43,296","2,576",OAK PARK,2-04,"$432,960","1,219.10","4,375",16-05-104-028-0000,0.00,0.00,"14,418.66","15,637.76","$10,656.04","$11,026.68","$10,314.43","$11,562.50","$14,418.66",27001,OAK PARK,60302
0,104  LE MOYNE PKY,"29,884","1,568",OAK PARK,2-03,"$298,840","1,219.10","4,375",16-05-104-029-0000,975.28,"4,883.71","3,715.45","10,793.55","$4,459.44","$4,485.21","$4,929.50","$5,237.37","$3,715.45",27001,OAK PARK,60302
0,102  LE MOYNE PKY,"40,388","2,349",OAK PARK,2-06,"$403,880","1,219.10","5,000",16-05-104-030-0000,0.00,0.00,"13,368.41","14,587.51","$10,961.67","$10,745.23","$11,543.79","$12,934.55","$13,368.41",27001,OAK PARK,60302
0,6115  NORTH AVE,"135,000",,OAK PARK,5-23,,0.00,"15,625",16-05-104-031-0000,0.00,0.00,"48,759.73","48,759.73","$55,935.24","$85,953.84","$48,683.91","$54,335.27","$48,759.73",27001,OAK PARK,60302
0,6051  NORTH AVE,"18,944","2,245",OAK PARK,2-12,"$189,440",0.00,"3,125",16-05-105-001-0000,0.00,0.00,"6,842.20","6,842.20","$8,275.47","$8,765.94","$9,433.45","$10,528.58","$6,842.20",27001,OAK PARK,60302
0,6037  NORTH AVE,"18,146",,OAK PARK,5-90,,0.00,"3,125",16-05-105-007-0000,0.00,0.00,"6,554.00","6,554.00","$5,570.93","$5,736.33","$6,050.49","$6,752.85","$6,554.00",27001,OAK PARK,60302
0,6033  NORTH AVE,"34,392",,OAK PARK,5-90,,0.00,"6,250",16-05-105-008-0000,0.00,0.00,"12,421.78","12,421.78","$11,579.28","$11,922.94","$12,830.87","$12,741.43","$12,421.78",27001,OAK PARK,60302
0,6033  NORTH AVE,"32,685",,OAK PARK,5-90,,0.00,"6,427",16-05-105-009-0000,0.00,0.00,"11,805.28","11,805.28","$11,499.20","$11,840.56","$10,773.23","$12,023.82","$11,805.28",27001,OAK PARK,60302
0,1230 N TAYLOR AVE,"39,667","2,277",OAK PARK,2-06,"$396,670",0.00,"4,478",16-05-105-010-0000,0.00,0.00,"14,326.99","14,326.99","$11,527.20","$11,352.28","$12,216.79","$13,634.93","$14,326.99",27001,OAK PARK,60302
0,1228 N TAYLOR AVE,"32,543","1,482",OAK PARK,2-03,"$325,430",0.00,"4,658",16-05-105-011-0000,0.00,0.00,"11,753.95","11,753.95","$6,501.50","$7,295.46","$7,817.17","$8,209.19","$11,753.95",27001,OAK PARK,60302
0,1226 N TAYLOR AVE,"37,848","2,283",OAK PARK,2-06,"$378,480","1,219.10","4,658",16-05-105-012-0000,975.28,0.00,"11,475.63","13,670.01","$9,560.56","$8,934.77","$9,581.43","$10,780.56","$11,475.63",27001,OAK PARK,60302
0,1224 N TAYLOR AVE,"24,986","1,140",OAK PARK,2-03,"$249,860","1,219.10","4,658",16-05-105-013-0000,0.00,0.00,"7,805.41","9,024.51","$7,354.19","$7,315.75","$7,853.12","$8,815.52","$7,805.41",27001,OAK PARK,60302
0,1220 N TAYLOR AVE,"41,310","1,899",OAK PARK,2-05,"$413,100","1,219.10","4,658",16-05-105-014-0000,0.00,0.00,"13,701.34","14,920.44","$10,445.90","$10,405.74","$11,178.51","$12,526.78","$13,701.34",27001,OAK PARK,60302
0,1218 N TAYLOR AVE,"35,601","1,591",OAK PARK,2-03,"$356,010","1,219.10","4,658",16-05-105-015-0000,975.28,0.00,"10,664.08","12,858.46","$8,363.24","$8,261.56","$8,856.94","$9,972.06","$10,664.08",27001,OAK PARK,60302
0,1216 N TAYLOR AVE,"36,178","1,890",OAK PARK,2-04,"$361,780",0.00,"4,658",16-05-105-016-0000,0.00,0.00,"13,066.92","13,066.92","$8,570.34","$8,972.51","$9,636.02","$10,805.40","$13,066.92",27001,OAK PARK,60302
0,1212 N TAYLOR AVE,"40,636","1,706",OAK PARK,2-05,"$406,360","1,219.10","4,556",16-05-105-017-0000,0.00,0.00,"13,457.89","14,676.99","$7,816.30","$11,874.86","$10,435.24","$11,697.32","$13,457.89",27001,OAK PARK,60302
0,1233 N HUMPHREY AVE,"35,279","1,644",OAK PARK,2-05,"$352,790","1,219.10","4,478",16-05-105-018-0000,0.00,0.00,"11,523.06","12,742.16","$9,350.41","$10,053.09","$9,872.65","$10,379.25","$11,523.06",27001,OAK PARK,60302
0,1229 N HUMPHREY AVE,"28,098","1,023",OAK PARK,2-03,"$280,980","1,219.10","4,658",16-05-105-019-0000,0.00,0.00,"8,929.42","10,148.52","$6,957.13","$7,867.35","$8,446.79","$9,478.00","$8,929.42",27001,OAK PARK,60302
0,1227 N HUMPHREY AVE,"32,927","1,552",OAK PARK,2-05,"$329,270","1,219.10","4,658",16-05-105-020-0000,0.00,0.00,"10,673.59","11,892.69","$8,938.43","$9,057.60","$9,727.65","$10,907.63","$10,673.59",27001,OAK PARK,60302
0,1223 N HUMPHREY AVE,"38,257","1,567",OAK PARK,2-03,"$382,570","1,219.10","4,658",16-05-105-021-0000,0.00,0.00,"12,598.67","13,817.77","$7,837.45","$9,292.95","$8,008.67","$8,988.97","$12,598.67",27001,OAK PARK,60302
0,1221 N HUMPHREY AVE,"39,549","2,037",OAK PARK,2-04,"$395,490","1,219.10","4,658",16-05-105-022-0000,975.28,"6,260.81","5,829.25","14,284.44","$6,579.01","$6,617.22","$7,272.69","$7,726.90","$5,829.25",27001,OAK PARK,60302
0,1219 N HUMPHREY AVE,"50,074","1,095",OAK PARK,2-03,"$500,740","1,219.10","4,658",16-05-105-023-0000,0.00,0.00,"16,866.74","18,085.84","$9,106.52","$9,583.99","$11,676.50","$13,082.72","$16,866.74",27001,OAK PARK,60302
0,1215 N HUMPHREY AVE,"28,461","1,100",OAK PARK,2-03,"$284,610","1,219.10","4,658",16-05-105-024-0000,0.00,0.00,"9,060.47","10,279.57","$7,290.38","$7,162.30","$7,687.98","$8,012.19","$9,060.47",27001,OAK PARK,60302
0,1213 N HUMPHREY AVE,"31,117","1,520",OAK PARK,2-03,"$311,170","1,219.10","4,556",16-05-105-025-0000,975.28,"2,959.73","5,840.95","11,238.88","$6,835.24","$6,545.65","$7,285.67","$7,740.68","$5,840.95",27001,OAK PARK,60302
0,52  LE MOYNE PKY,"37,437","2,300",OAK PARK,2-06,"$374,370",0.00,"4,902",16-05-105-026-0000,0.00,0.00,"13,521.65","13,521.65","$11,670.35","$11,464.18","$12,337.20","$13,769.32","$13,521.65",27001,OAK PARK,60302
0,48  LE MOYNE PKY,"36,950","1,799",OAK PARK,2-03,"$369,500","1,219.10","4,375",16-05-105-027-0000,0.00,0.00,"12,126.63","13,345.73","$9,363.13","$9,404.10","$10,100.50","$11,323.87","$12,126.63",27001,OAK PARK,60302
0,46  LE MOYNE PKY,"28,542","1,498",OAK PARK,2-03,"$285,420","1,219.10","4,375",16-05-105-028-0000,975.28,0.00,"8,114.45","10,308.83","$6,379.74","$7,834.52","$7,735.68","$8,093.60","$8,114.45",27001,OAK PARK,60302
0,42  LE MOYNE PKY,"38,506","2,201",OAK PARK,2-04,"$385,060","1,219.10","4,375",16-05-105-029-0000,0.00,0.00,"12,688.64","13,907.74","$6,550.28","$8,284.55","$8,895.73","$9,979.10","$12,688.64",27001,OAK PARK,60302
0,34  LE MOYNE PKY,"41,184","2,081",OAK PARK,2-04,"$411,840","1,219.10","4,375",16-05-105-032-0000,975.28,"5,616.15","7,064.44","14,874.97","$9,471.44","$8,911.65","$8,641.93","$9,732.14","$7,064.44",27001,OAK PARK,60302
0,30  LE MOYNE PKY,"46,763","2,861",OAK PARK,2-04,"$467,630","1,219.10","5,000",16-05-105-033-0000,975.28,0.00,"14,695.64","16,890.02","$10,370.59","$10,289.29","$11,039.05","$12,407.47","$14,695.64",27001,OAK PARK,60302
0,6043  NORTH AVE,"32,964","2,900",OAK PARK,2-12,"$329,640","1,219.10","3,625",16-05-105-034-0000,0.00,0.00,"10,686.87","11,905.97","$9,417.16","$8,871.44","$10,188.88","$11,422.36","$10,686.87",27001,OAK PARK,60302
0,6039 W NORTH AVE,"39,600",,OAK PARK,5-17,,0.00,"2,625",16-05-105-035-0000,0.00,0.00,"14,302.85","14,302.85","$14,856.43","$13,823.04","$14,875.67","$16,602.44","$14,302.85",27001,OAK PARK,60302
0,6049 W NORTH AVE,"41,023",,OAK PARK,5-92,,0.00,"3,125",16-05-105-038-0000,0.00,0.00,"14,816.82","14,816.82","$12,544.19","$18,095.53","$19,473.54","$21,734.14","$14,816.82",27001,OAK PARK,60302
0,1230 N HUMPHREY AVE,"27,021","1,244",OAK PARK,2-05,"$270,210","1,219.10","4,528",16-05-106-011-0000,0.00,0.00,"8,540.41","9,759.51","$7,335.61","$7,369.73","$7,911.23","$8,880.28","$8,540.41",27001,OAK PARK,60302
0,1228 N HUMPHREY AVE,"38,912","1,592",OAK PARK,2-03,"$389,120","1,219.10","4,658",16-05-106-012-0000,0.00,0.00,"12,835.29","14,054.39","$9,740.64","$10,157.85","$10,911.61","$12,229.00","$12,835.29",27001,OAK PARK,60302
0,1226 N HUMPHREY AVE,"27,501","1,141",OAK PARK,2-03,"$275,010","1,219.10","4,658",16-05-106-013-0000,0.00,0.00,"8,713.76","9,932.86","$7,357.37","$7,318.46","$7,856.09","$8,818.83","$8,713.76",27001,OAK PARK,60302
0,1224 N HUMPHREY AVE,"27,182","1,113",OAK PARK,2-03,"$271,820","1,219.10","4,658",16-05-106-014-0000,0.00,0.00,"8,598.56","9,817.66","$7,263.36","$6,094.02","$6,538.34","$7,348.14","$8,598.56",27001,OAK PARK,60302
0,1220 N HUMPHREY AVE,"28,700","1,653",OAK PARK,2-03,"$287,000","1,219.10","4,658",16-05-106-015-0000,0.00,0.00,"9,146.79","10,365.89","$7,084.02","$7,125.16","$9,602.24","$10,767.64","$9,146.79",27001,OAK PARK,60302
0,1218 N HUMPHREY AVE,"40,224","1,815",OAK PARK,2-04,"$402,240","1,219.10","4,658",16-05-106-016-0000,975.28,"5,051.46","7,282.42","14,528.26","$8,127.79","$9,792.17","$9,842.52","$9,438.37","$7,282.42",27001,OAK PARK,60302
0,1216 N HUMPHREY AVE,"51,651","2,094",OAK PARK,2-04,"$516,510","1,219.10","4,658",16-05-106-017-0000,0.00,0.00,"17,436.30","18,655.40","$10,655.92","$10,230.89","$10,990.26","$12,316.72","$17,436.30",27001,OAK PARK,60302
0,1214 N HUMPHREY AVE,"36,233","1,740",OAK PARK,2-03,"$362,330","1,219.10","4,608",16-05-106-018-0000,975.28,"3,914.77","6,977.64","13,086.79","$7,730.60","$7,775.50","$8,545.71","$9,079.42","$6,977.64",27001,OAK PARK,60302
0,1530 N AUSTIN BLVD,"76,814",,OAK PARK,3-15,,0.00,"9,186",16-05-106-019-0000,0.00,0.00,"27,743.91","27,743.91","$20,480.05","$22,703.21","$24,432.10","$27,268.28","$27,743.91",27001,OAK PARK,60302
0,1526 N AUSTIN BLVD,"43,163","2,075",OAK PARK,2-04,"$431,630","1,219.10","4,658",16-05-106-020-0000,975.28,"6,075.63","7,319.72","15,589.73","$7,829.13","$7,874.60","$10,727.01","$13,782.24","$7,319.72",27001,OAK PARK,60302
0,1524 N AUSTIN BLVD,"4,774",,OAK PARK,2-41,"$47,740",0.00,"4,658",16-05-106-021-0000,0.00,0.00,"1,724.30","1,724.30","$1,288.39","$1,326.62","$1,427.75","$1,593.45","$1,724.30",27001,OAK PARK,60302
0,1522 N AUSTIN BLVD,"38,381","3,080",OAK PARK,2-11,"$383,810","1,219.10","4,658",16-05-106-022-0000,0.00,0.00,"12,643.41","13,862.51","$10,192.72","$9,490.30","$10,193.20","$10,617.02","$12,643.41",27001,OAK PARK,60302
0,1520 N AUSTIN BLVD,"41,518","3,366",OAK PARK,2-11,"$415,180",0.00,"4,658",16-05-106-023-0000,0.00,0.00,"14,995.54","14,995.54","$10,336.73","$10,949.47","$11,017.02","$12,295.90","$14,995.54",27001,OAK PARK,60302
0,1516 N AUSTIN BLVD,"35,046","1,507",OAK PARK,2-05,"$350,460","1,219.10","4,658",16-05-106-024-0000,975.28,0.00,"10,463.66","12,658.04","$8,529.99","$9,908.49","$9,967.66","$11,211.59","$10,463.66",27001,OAK PARK,60302
0,1514 N AUSTIN BLVD,"34,990","2,950",OAK PARK,2-11,"$349,900","1,219.10","4,608",16-05-106-025-0000,0.00,0.00,"11,418.70","12,637.80","$8,886.35","$8,752.42","$9,399.12","$10,540.93","$11,418.70",27001,OAK PARK,60302
0,24  LE MOYNE PKY,"31,776","1,518",OAK PARK,2-03,"$317,760","1,219.10","4,903",16-05-106-026-0000,975.28,"3,741.42","5,541.18","11,476.97","$6,290.13","$6,326.66","$6,953.36","$7,387.62","$5,541.18",27001,OAK PARK,60302
0,22  LE MOYNE PKY,"37,591","1,809",OAK PARK,2-05,"$375,910",0.00,"4,375",16-05-106-027-0000,0.00,0.00,"13,577.24","13,577.24","$9,464.23","$9,685.44","$10,389.16","$13,405.06","$13,577.24",27001,OAK PARK,60302
0,12  LE MOYNE PKY,"38,744","1,783",OAK PARK,2-03,"$387,440","1,219.10","8,750",16-05-106-028-0000,0.00,0.00,"12,774.58","13,993.68","$9,706.16","$10,187.60","$10,943.64","$12,264.89","$12,774.58",27001,OAK PARK,60302
0,10  LE MOYNE PKY,"37,280","2,144",OAK PARK,2-04,"$372,800","1,219.10","4,375",16-05-106-029-0000,0.00,0.00,"12,245.74","13,464.84","$8,693.32","$9,291.60","$10,925.39","$12,193.68","$12,245.74",27001,OAK PARK,60302
0,8  LE MOYNE PKY,"36,641","2,386",OAK PARK,2-06,"$366,410","1,219.10","4,375",16-05-106-030-0000,0.00,0.00,"12,014.96","13,234.06","$4,272.76","$4,297.57","$4,723.28","$5,519.45","$12,014.96",27001,OAK PARK,60302
0,6  LE MOYNE PKY,"34,416","1,213",OAK PARK,2-03,"$344,160","1,219.10","4,375",16-05-106-031-0000,0.00,0.00,"11,211.33","12,430.43","$8,620.46","$9,033.50","$9,701.70","$10,878.63","$11,211.33",27001,OAK PARK,60302
0,6011  NORTH AVE,"195,540",,OAK PARK,5-28,,0.00,"36,156",16-05-106-033-0000,0.00,0.00,"70,625.63","70,625.63","$57,686.23","$62,831.08","$67,615.68","$75,464.79","$70,625.63",27001,OAK PARK,60302
0,2  LE MOYNE PKY,"8,856",,OAK PARK,2-99,"$88,560","1,219.10","5,000",16-05-106-034-1001,0.00,0.00,"1,979.57","3,198.67","$1,319.93","$1,420.43","$1,670.47","$2,074.30","$1,979.57",27001,OAK PARK,60302
0,2  LE MOYNE PKY,"7,074",,OAK PARK,2-99,"$70,740",0.00,"5,000",16-05-106-034-1002,0.00,0.00,"2,554.99","2,554.99","$3,858.09","$2,560.52","$2,755.50","$3,075.34","$2,554.99",27001,OAK PARK,60302
0,2  LE MOYNE PKY,"10,782",,OAK PARK,2-99,"$107,820",0.00,"5,000",16-05-106-034-1003,0.00,0.00,"3,894.29","3,894.29","$4,690.24","$2,965.67","$3,191.47","$3,561.93","$3,894.29",27001,OAK PARK,60302
0,2  LE MOYNE PKY,"10,772",,OAK PARK,2-99,"$107,720",0.00,"5,000",16-05-106-034-1004,0.00,0.00,"3,890.64","3,890.64","$5,857.98","$2,962.97","$3,029.16","$3,380.88","$3,890.64",27001,OAK PARK,60302
0,2  LE MOYNE PKY,"10,776",,OAK PARK,2-99,"$107,760","1,531.43","5,000",16-05-106-034-1005,0.00,0.00,"2,116.85","3,892.10","$1,806.00","$1,771.37","$2,015.34","$2,311.21","$2,116.85",27001,OAK PARK,60302
0,2  LE MOYNE PKY,"10,783",,OAK PARK,2-99,"$107,830",0.00,"5,000",16-05-106-034-1006,0.00,0.00,"3,894.66","3,894.66","$4,690.61","$2,966.04","$3,191.87","$3,562.36","$3,894.66",27001,OAK PARK,60302
0,1140  EDMER AVE,"53,195","2,470",OAK PARK,2-06,"$531,950",0.00,"5,735",16-05-107-001-0000,0.00,0.00,"19,213.14","19,213.14","$14,635.89","$19,107.86","$19,960.04","$22,277.01","$19,213.14",27001,OAK PARK,60302
0,1136  EDMER AVE,"40,471","1,730",OAK PARK,2-05,"$404,710","1,219.10","5,440",16-05-107-002-0000,975.28,0.00,"12,422.99","14,617.37","$12,216.20","$10,678.34","$11,457.71","$12,874.68","$12,422.99",27001,OAK PARK,60302
0,1132  EDMER AVE,"36,360","1,804",OAK PARK,2-04,"$363,600","1,219.10","5,440",16-05-107-003-0000,975.28,0.00,"10,938.25","13,132.63","$12,505.56","$10,895.85","$11,691.77","$12,298.34","$10,938.25",27001,OAK PARK,60302
0,1130  EDMER AVE,"54,103","2,323",OAK PARK,2-06,"$541,030","1,219.10","5,440",16-05-107-004-0000,0.00,0.00,"18,321.98","19,541.08","$15,127.34","$14,826.39","$15,935.71","$17,836.37","$18,321.98",27001,OAK PARK,60302
0,1126  EDMER AVE,"39,817","1,753",OAK PARK,2-03,"$398,170",0.00,"5,440",16-05-107-005-0000,0.00,0.00,"14,381.24","14,381.24","$12,786.74","$11,213.09","$12,047.19","$13,496.38","$14,381.24",27001,OAK PARK,60302
0,1122  EDMER AVE,"39,054","1,804",OAK PARK,2-04,"$390,540","1,219.10","5,440",16-05-107-006-0000,975.28,0.00,"11,911.22","14,105.60","$11,347.00","$11,605.58","$11,691.37","$13,135.56","$11,911.22",27001,OAK PARK,60302
0,1120  EDMER AVE,"45,443","1,804",OAK PARK,2-04,"$454,430","1,219.10","5,440",16-05-107-007-0000,0.00,0.00,"15,194.13","16,413.23","$12,505.56","$12,724.64","$13,674.01","$15,312.09","$15,194.13",27001,OAK PARK,60302
0,1116  EDMER AVE,"46,952","2,050",OAK PARK,2-05,"$469,520","1,219.10","6,800",16-05-107-008-0000,0.00,0.00,"15,739.19","16,958.29","$14,528.19","$13,309.44","$14,303.22","$16,014.34","$15,739.19",27001,OAK PARK,60302
0,1112  EDMER AVE,"54,009","2,325",OAK PARK,2-06,"$540,090","1,219.10","6,800",16-05-107-009-0000,0.00,0.00,"18,287.96","19,507.06","$13,214.12","$15,241.01","$15,862.60","$17,754.67","$18,287.96",27001,OAK PARK,60302
0,1110  EDMER AVE,"79,000","3,161",OAK PARK,2-78,"$790,000",0.00,"6,800",16-05-107-010-0000,0.00,0.00,"28,533.40","28,533.40","$20,889.59","$21,840.77","$23,484.36","$26,261.21","$28,533.40",27001,OAK PARK,60302
0,1106  EDMER AVE,"30,887","1,438",OAK PARK,2-03,"$308,870",0.00,"6,800",16-05-107-011-0000,0.00,0.00,"11,155.86","11,155.86","$9,965.45","$9,626.42","$9,921.03","$10,540.64","$11,155.86",27001,OAK PARK,60302
0,1100  EDMER AVE,"27,628","1,163",OAK PARK,2-03,"$276,280","1,219.10","5,316",16-05-107-012-0000,0.00,0.00,"8,759.60","9,978.70","$9,310.68","$8,207.83","$8,433.82","$9,463.50","$8,759.60",27001,OAK PARK,60302
0,1141 N RIDGELAND AVE,"53,051","2,048",OAK PARK,2-04,"$530,510",0.00,"6,403",16-05-107-013-0000,0.00,0.00,"19,161.08","19,161.08","$13,778.43","$14,077.44","$15,129.73","$16,936.84","$19,161.08",27001,OAK PARK,60302
0,1131 N RIDGELAND AVE,"74,350","3,048",OAK PARK,2-04,"$743,500","1,219.10","9,000",16-05-107-015-0000,0.00,0.00,"25,634.87","26,853.97","$18,946.06","$22,435.65","$26,659.20","$29,804.62","$25,634.87",27001,OAK PARK,60302
0,1127 N RIDGELAND AVE,"45,997","2,231",OAK PARK,2-04,"$459,970","1,219.10","6,000",16-05-107-016-0000,0.00,0.00,"15,394.19","16,613.29","$16,291.40","$15,356.60","$16,506.27","$18,473.15","$15,394.19",27001,OAK PARK,60302
0,1123 N RIDGELAND AVE,"31,002","1,289",OAK PARK,2-03,"$310,020","1,219.10","6,000",16-05-107-017-0000,975.28,0.00,"9,003.05","11,197.43","$9,383.18","$8,435.79","$9,044.38","$10,181.26","$9,003.05",27001,OAK PARK,60302
0,1119 N RIDGELAND AVE,"65,098","3,037",OAK PARK,2-04,"$650,980","1,219.10","6,000",16-05-107-018-0000,0.00,0.00,"22,293.19","23,512.29","$17,622.46","$19,063.47","$20,495.47","$22,925.42","$22,293.19",27001,OAK PARK,60302
0,1111 N RIDGELAND AVE,"40,375","1,696",OAK PARK,2-05,"$403,750","1,219.10","6,750",16-05-107-021-0000,0.00,0.00,"13,363.65","14,582.75","$13,690.17","$13,113.68","$14,092.67","$15,779.30","$13,363.65",27001,OAK PARK,60302
0,1107 N RIDGELAND AVE,"43,728","1,626",OAK PARK,2-03,"$437,280","1,219.10","6,603",16-05-107-022-0000,0.00,0.00,"14,574.71","15,793.81","$12,670.23","$11,120.26","$11,947.32","$13,384.96","$14,574.71",27001,OAK PARK,60302
0,1117 N RIDGELAND AVE,"3,600",,OAK PARK,2-41,"$36,000",0.00,"3,000",16-05-107-024-0000,0.00,0.00,"1,300.29","1,300.29",$976.29,"$1,005.32","$1,081.93","$1,207.51","$1,300.29",27001,OAK PARK,60302
0,1115 N RIDGELAND AVE,"49,304","1,793",OAK PARK,2-03,"$493,040","1,219.10","10,500",16-05-107-025-0000,975.28,"3,910.26","11,703.12","17,807.76","$17,712.68","$13,454.90","$13,784.01","$14,644.87","$11,703.12",27001,OAK PARK,60302
0,1138 N RIDGELAND AVE,"43,587","2,269",OAK PARK,2-04,"$435,870",0.00,"5,343",16-05-108-001-0000,0.00,0.00,"15,742.85","15,742.85","$9,253.10","$10,202.36","$10,959.58","$12,282.55","$15,742.85",27001,OAK PARK,60302
0,1132 N RIDGELAND AVE,"30,380","1,368",OAK PARK,2-03,"$303,800","1,219.10","5,000",16-05-108-003-0000,975.28,0.00,"8,778.37","10,972.75","$7,263.97","$7,227.47","$7,744.06","$8,729.95","$8,778.37",27001,OAK PARK,60302
0,1128 N RIDGELAND AVE,"33,578","1,598",OAK PARK,2-03,"$335,780","1,219.10","5,000",16-05-108-004-0000,975.28,0.00,"9,933.47","12,127.85","$8,349.06","$7,552.82","$8,094.21","$8,484.00","$9,933.47",27001,OAK PARK,60302
0,1122 N RIDGELAND AVE,"40,414","1,710",OAK PARK,2-05,"$404,140","1,219.10","5,000",16-05-108-005-0000,0.00,0.00,"13,377.79","14,596.89","$10,478.78","$10,276.38","$11,039.32","$12,371.43","$13,377.79",27001,OAK PARK,60302
0,1120 N RIDGELAND AVE,"36,198","1,930",OAK PARK,2-05,"$361,980","1,219.10","5,000",16-05-108-006-0000,0.00,0.00,"11,855.02","13,074.12","$8,661.41","$9,684.94","$10,402.81","$11,661.14","$11,855.02",27001,OAK PARK,60302
0,1118 N RIDGELAND AVE,"28,720","1,236",OAK PARK,2-05,"$287,200","1,219.10","5,000",16-05-108-007-0000,0.00,0.00,"9,154.10","10,373.20","$7,651.26","$7,232.02","$7,762.98","$8,714.88","$9,154.10",27001,OAK PARK,60302
