,pin,address,city,township,classification,landsqft,neighborhood,taxcode,landassessedvalue,buildingassessedvalue,combinedassessedvalue,landassessedvaluepreviousyear,buildingassessedvaluepreviousyear,combinedassessedvaluepreviousyear,marketvalue,marketvaluepreviousyear,description,residencetype,use,exteriorconstruction,fullbaths,halfbaths,basement,attic,centralair,fireplaces,garage,age,buildingsqft,assessmentpass,exemption1year,exemption1owner,exemption1senior,exemption1seniorfreeze,exemption2year,exemption2owner,exemption2senior,exemption2seniorfreeze,exemption3year,exemption3owner,exemption3senior,exemption3seniorfreeze,exemption4year,exemption4owner,exemption4senior,exemption4seniorfreeze
0,16-07-323-045-1006,1005 3B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"7,000",40,27001,"$1,225","$16,435","$17,660","$1,224","$16,435","$17,659","$176,600","$176,590",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,49,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-046-1001,428 1N  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,352","$23,176","$24,528","$1,351","$23,176","$24,527","$245,280","$245,270",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-046-1002,428 2N  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,298","$22,257","$23,555","$1,298","$22,256","$23,554","$235,550","$235,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-046-1003,428 3N  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,244","$21,321","$22,565","$1,243","$21,320","$22,563","$225,650","$225,630",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-046-1004,430 1S  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,352","$23,176","$24,528","$1,351","$23,176","$24,527","$245,280","$245,270",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-046-1005,430 3S  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,298","$22,257","$23,555","$1,298","$22,256","$23,554","$235,550","$235,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-046-1006,430 2S  WISCONSIN AVE,OAK PARK,Oak Park,299,"8,900",40,27001,"$1,244","$21,321","$22,565","$1,243","$21,320","$22,563","$225,650","$225,630",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,85,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-323-047-1001,413 1A  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$519,"$10,344","$10,863",$518,"$10,343","$10,861","$108,630","$108,610",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-047-1002,413 2A  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$764,"$15,224","$15,988",$763,"$15,224","$15,987","$159,880","$159,870",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-047-1003,413 2B  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$764,"$15,224","$15,988",$763,"$15,224","$15,987","$159,880","$159,870",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A,,,,
0,16-07-323-047-1004,413 2C  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$821,"$16,373","$17,194",$821,"$16,373","$17,194","$171,940","$171,940",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-047-1005,413 3A  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$764,"$15,224","$15,988",$763,"$15,224","$15,987","$159,880","$159,870",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-047-1006,413 3B  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$764,"$15,224","$15,988",$763,"$15,224","$15,987","$159,880","$159,870",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-047-1007,413 3C  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$821,"$16,373","$17,194",$821,"$16,373","$17,194","$171,940","$171,940",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-047-1008,413 4A  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$764,"$15,224","$15,988",$763,"$15,224","$15,987","$159,880","$159,870",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-047-1009,413 4B  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$764,"$15,224","$15,988",$763,"$15,224","$15,987","$159,880","$159,870",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,104.39",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,054.58",2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-047-1010,413 4C  HOME AVE,OAK PARK,Oak Park,299,"8,900",40,27001,$821,"$16,373","$17,194",$821,"$16,373","$17,194","$171,940","$171,940",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,43,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-048-1001,405 101  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$813,"$6,176","$6,989",$812,"$6,176","$6,988","$69,890","$69,880",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70",Yes | $300.37,Yes | $679.69,2018,"Yes | $1,268.60",Yes | $289.62,Yes | $651.55,2017,"Yes | $1,219.10",Yes | $278.32,Yes | $663.92
0,16-07-323-048-1002,405 102  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$788,"$5,992","$6,780",$788,"$5,992","$6,780","$67,800","$67,800",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70",Yes | $259.98,Yes | $651.40,2018,"Yes | $1,268.60",Yes | $250.67,Yes | $624.40,2017,"Yes | $1,219.10",Yes | $240.89,Yes | $636.61
0,16-07-323-048-1003,405 103  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$501,"$3,807","$4,308",$500,"$3,806","$4,306","$43,080","$43,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-048-1004,405 104  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$501,"$3,807","$4,308",$500,"$3,806","$4,306","$43,080","$43,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,Yes | $995.72,Yes,Yes | $419.18,2018,Yes | $960.07,Yes,Yes | $401.76,2017,Yes | $922.61,Yes,Yes | $409.37
0,16-07-323-048-1005,405 105  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$782,"$5,946","$6,728",$782,"$5,946","$6,728","$67,280","$67,280",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-048-1006,405 106  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$761,"$5,785","$6,546",$761,"$5,785","$6,546","$65,460","$65,460",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-048-1007,405 107  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$750,"$5,705","$6,455",$750,"$5,704","$6,454","$64,550","$64,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-048-1008,405 201  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$876,"$6,659","$7,535",$876,"$6,659","$7,535","$75,350","$75,350",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-048-1009,405 202  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$800,"$6,084","$6,884",$800,"$6,084","$6,884","$68,840","$68,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-048-1010,405 203  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$501,"$3,807","$4,308",$500,"$3,806","$4,306","$43,080","$43,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-048-1011,405 204  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$501,"$3,807","$4,308",$500,"$3,806","$4,306","$43,080","$43,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-048-1012,405 205  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$813,"$6,176","$6,989",$812,"$6,176","$6,988","$69,890","$69,880",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-048-1013,405 206  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$782,"$5,946","$6,728",$782,"$5,946","$6,728","$67,280","$67,280",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-048-1014,405 207  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$844,"$6,418","$7,262",$844,"$6,417","$7,261","$72,620","$72,610",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-048-1015,405 301  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$876,"$6,659","$7,535",$876,"$6,659","$7,535","$75,350","$75,350",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-048-1016,405 302  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$800,"$6,084","$6,884",$800,"$6,084","$6,884","$68,840","$68,840",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-048-1017,405 303  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$501,"$3,807","$4,308",$500,"$3,806","$4,306","$43,080","$43,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-048-1018,405 304  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$501,"$3,807","$4,308",$500,"$3,806","$4,306","$43,080","$43,060",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-048-1019,405 305  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$813,"$6,176","$6,989",$812,"$6,176","$6,988","$69,890","$69,880",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-048-1020,405 306  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$782,"$5,946","$6,728",$782,"$5,946","$6,728","$67,280","$67,280",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-048-1021,405 307  HOME AVE,OAK PARK,Oak Park,299,"17,800",40,27001,$844,"$6,418","$7,262",$844,"$6,417","$7,261","$72,620","$72,610",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,51,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-049-1001,1019 1A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-049-1002,1019 1B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1003,1019 2A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,,,,
0,16-07-323-049-1004,1019 2B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56",Yes | $263.14,2018,"Yes | $1,268.60","Yes | $1,014.88",Yes | $253.72,2017,"Yes | $1,219.10",Yes | $975.28,N/A
0,16-07-323-049-1005,1019 3A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-323-049-1006,1019 3B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1007,1021 1A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-049-1008,1021 1B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1009,1021 2A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,"Yes | $1,268.60","Yes | $1,014.88",N/A,2017,"Yes | $1,219.10",Yes | $975.28,N/A,,,,
0,16-07-323-049-1010,1021 2B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A
0,16-07-323-049-1011,1021 3A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1012,1021 3B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$870,"$15,798","$16,668",$869,"$15,798","$16,667","$166,680","$166,670",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-049-1013,1023 1A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$798,"$14,489","$15,287",$797,"$14,489","$15,286","$152,870","$152,860",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,N/A,N/A,N/A,2018,N/A,N/A,N/A,2017,N/A,N/A,N/A,,,,
0,16-07-323-049-1014,1023 1B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$660,"$11,995","$12,655",$660,"$11,994","$12,654","$126,550","$126,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1015,1023 2A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$798,"$14,489","$15,287",$797,"$14,489","$15,286","$152,870","$152,860",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-323-049-1016,1023 202  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$660,"$11,995","$12,655",$660,"$11,994","$12,654","$126,550","$126,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1017,1023 3A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$798,"$14,489","$15,287",$797,"$14,489","$15,286","$152,870","$152,860",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1018,1023 302  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$660,"$11,995","$12,655",$660,"$11,994","$12,654","$126,550","$126,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1019,1025 G  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$644,"$11,692","$12,336",$643,"$11,692","$12,335","$123,360","$123,350",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,N/A,N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
0,16-07-323-049-1020,1025 1A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$660,"$11,995","$12,655",$660,"$11,994","$12,654","$126,550","$126,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,505.02",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,443.53",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,461.09"
0,16-07-323-049-1021,1025 1B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$798,"$14,489","$15,287",$797,"$14,489","$15,286","$152,870","$152,860",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $2,235.37",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $2,145.20",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $2,160.61"
0,16-07-323-049-1022,1025 2A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$660,"$11,995","$12,655",$660,"$11,994","$12,654","$126,550","$126,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,Yes,2019,"Yes | $1,315.70","Yes | $1,052.56","Yes | $1,505.02",2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $1,443.53",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $1,461.09"
0,16-07-323-049-1023,1025 2B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$798,"$14,489","$15,287",$797,"$14,489","$15,286","$152,870","$152,860",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,Yes,N/A,2019,"Yes | $1,315.70","Yes | $1,052.56",N/A,2018,"Yes | $1,268.60","Yes | $1,014.88","Yes | $2,400.82",2017,"Yes | $1,219.10",Yes | $975.28,"Yes | $2,396.50"
0,16-07-323-049-1024,1025 3A  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$660,"$11,995","$12,655",$660,"$11,994","$12,654","$126,550","$126,540",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2019,Yes,N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A,2016,"Yes | $1,005.06",N/A,N/A
0,16-07-323-049-1025,1025 3B  WASHINGTON BLVD,OAK PARK,Oak Park,299,"35,600",40,27001,$798,"$14,489","$15,287",$797,"$14,489","$15,286","$152,870","$152,860",Residential condominium,N/A,N/A,N/A,0,0,None,None,No,0,None,53,**,Assessor Valuation,2020,Yes,N/A,N/A,2019,"Yes | $1,315.70",N/A,N/A,2018,"Yes | $1,268.60",N/A,N/A,2017,"Yes | $1,219.10",N/A,N/A
